Raif Umbara;this is not normal;negatif;;2020-09-02T16:45:25Z
Malik Abstractical;the real krisis pendidikan.\nbanyak anak-anak era sekarang gara gara gak sekolah /belajar daring jadi banyak masalah dan polemik;negatif;;2020-09-02T15:05:33Z
popon nurhayati;Tatap muka di rindukan.;Negatif;;2021-03-03T06:48:51Z
Syaeful Ruhyat Tv;tai lah kantin saya di kampus sepi gak ada pemasukan,percuma bantuanpun gak guna,karena biaya hidup tinggi.... sue bikin org nambah susah aza;Negatif;;2021-02-27T11:52:45Z
MITA ANDINI;Smk swasta bi lek\ngda tugas ,gda materi tetepp bayar slurrrrr;negatif;;2021-01-20T08:30:12Z
Saepul Anwar;sialan dah;negatif;;2021-01-02T16:57:03Z
Slow Present;Serba salah emang , tapi melihat sitkon pergerakan mahasiswa itu luas dan beresiko terkena covid 19;Negatif;;2020-11-25T06:03:17Z
Suharti Srengat;Semoga situasi cepat aman,karena memang pendidikan pjj,sangatlah sulit terutama untuk peserta didik dan pendidik.anak didaerah sudah mulai bosan dirumah....;Negatif;;2020-11-03T02:24:06Z
lenitah jaya;Semoga covid-19  cepat berakhir dan sekolah kembali belajar seperti biasa krn belajar masa covid ini jika lebih lama takutbya anak2 atau siswa2 bukannya lebih pintar malah lebih males dan tdk mendapatkan pelajaran yg baik.;Negatif;;2020-10-08T04:35:53Z
Roman Arseta;Sekolah online...udah cukup...sekarang waktu nya sekolah mulai KBM nya.\nWoiiii !!!!! Sadar diri...tidak semua siswa - siswi itu mampu beli kuota tiap hari dan gk semua memiliki handphone smart serta gk semua ada wilayah yg jelas dan jernih jaringannya tanpa ternganggu.\nOrang klo gk kompeten di pendidikan...mendingan mundur.;negatif;;2020-09-20T08:38:30Z
Denny Andrianto;sekolah langsung aja bnyak yg bodoh gak faham...apalagi sekolah online...sekolah online google lebih pintar dari guru....guru bisa membaca karakter,membentuk karakter siswa...kalau online gimana bisa guru membaca karakter siswa...;negatif;;2020-09-18T20:12:04Z
Revaldy Erixson;Sekolah itu tidak penting, semua ada di google;negatif;;2020-09-18T15:32:58Z
SevenTv Channel;Sekolah ditutup, pasar dibuka, mall dibuka. Efek ke anak-anak?? Mereka hancur secara mental yg akan mempengaruhi karakter kejiwaan mereka. Mentri pendidikan sangat kurang bijak....\nSedangkan di Taiwan Sekolah dibuka dan siswa-siswanya diajarkan protokol kesehatan yang ketat...\nMending Ngurus GO-JEK aja deh pak... \n??????;negatif;;2020-09-18T06:13:56Z
Eddynoor Kholis;Sekolah di libur kan.  Membuat orang susah tambah susah. Pariwisata di buka membuat orang kaya bersenang-senang. mementingkan pendapatan negara daripada pendidikan bangsa;negatif;;2020-09-17T08:53:18Z
RAFL;Saya smp sekolah daring tidak ada pengurangan biaya sama sekali padahal fasilitas sekolah tidak dipakai, sy ditagih bayar spp bulan 300 ribu sama buku 800 ribu ditagih terus tapi orang tua sy gak punya uang Trus yg kasian ini orang tua sy malah ngutang2, gurupun cuma ngasih tugas.. Ilmu pun sy dapat dari google bukan sekolah...;negatif;;2020-09-07T23:02:08Z
Siti Aisyah;Saya seorang ibu muda. Anak saya umur 4th. Tahun ini masuk TK A. Kalau sekolah nya daring menurut saya itu banyak susahnya. Susah hati. Anak2 pasti butuh bertemu guru. Anak2 butuh bertemu teman. Anak2 lebih segan saat di ajar guru...lebih percaya yg di ajarkan guru...;negatif;;2020-09-07T00:57:40Z
Lingkung Seni Santri Kalijaga;Saya pribadi lebih setuju pembelajaran di tahun ajaran baru secara tatap muka, biar pun harus menerapkan protokol kesehatan yang ketat. Karena pembelajaran secara daring dengan keadaan kita sekarang ditinjau dari segala aspek tidk bakal efektif dan efisien. \n\nKalau memang tidak ingin ada pembelajaran secara tatap muka untuk tahun ajaran baru, pendidikan akan dibuka kembali Januari 2021 maka lebih baik tangguhkan tahun ajaran yang baru sekalian! Nanti saja sekalian dimulainya awal tahun 2021. Juli sampai Desember siapkan protokol kesehatan yang benar2 tepat untuk tahun ajaran baru. Selama itu pula kondisikan pendidik dan tenaga kependidikan di semua tingkatan agar betul2 siap menjalankan pola normal baru pendidikan. \n\nTATAP MUKA ANTAR PENDIDIK DAN PESERTA DIDIK ITU HAL UTAMA! JIKA TIDAK, BAGAIMANA BISA TERBANGUN IKATAN BATIN ANTARA PENDIDIK DAN PESERTA DIDIK? INGAT, PENDIDIKAN BUKAN SEKEDAR TRANSFER ILMU TAPI PEMBANGUNAN MENTALITAS DAN AKHLAK. DAN ITU TAKKAN BISA TERJADI TANPA TATAP MUKA ANTARA PENDIDIK DAN PESERTA DIDIK! PEMBELAJARAN DI PENDIDIKAN TINGGI SEKALI PUN PAK MENTRI!;Negatif;;2020-09-04T04:43:30Z
Nadya Syifani;Saya ibu dari anak TK , sangat terbebani dgn  adanya daring ini. Guru2 hanya memberi tugas, tanpa adanya penjelasan, padahal anak TK harus dijelaskan dulu baru dia mengerti. Tp dgn adanya daring ini sangat tidak membantu dan sangat merugikan pihak wali murid dan muridnya. Dimana kita harus bayar sekolah full, tp sistem pelajaran sangat tidak efektif. Kita harus bayar sekolah full tp anak kita masih tidak bisa paham betul apa yang dia kerjakan. Dan yang ditakutkan jika besok masuk ke SD anak masih belum bisa menerima materi. Sistem ini benar2 merugikan kami.;negatif;;2020-09-01T12:49:30Z
Muhammad Safiudin;Saya gak setuju sekolah online karena banyak siswa siswi dan mahasiswa kebanyakan tidak belajar dengan normal\nDan banyak orang tua yang tidak mempunyai biaya untuk membeli paket kuota;negatif;;2020-08-31T21:06:56Z
Binangkit Puspa;Saya ga mengerti kalau ga tatap muka;negatif;;2020-08-31T16:20:23Z
Derrytatangs;"Sarapan pagi kali ini setiap murid, cek notif line setiap pagi full tugas dengan deadline yang terbatas waktunya.. ketinggalan sedikit alfa, gimana yang kuotanya habis bambang:"") Indonesia bukan negara maju bang, pelan pelan dong perubahan nya jangan langsung loncat anak tangga perubahan";negatif;;2020-08-30T05:47:19Z
Kim GezYam;Sangat bahaya pak zona kuning di perbolehkan tatap muka. Selaku wali murid dari 3 anak saya masih mampu pak jadi pengganti guru di sekolah;negatif;;2020-08-28T15:07:25Z
tri joko;"sama komen nya dg sdr Irvan Budi : Lapor pak menteri. Guru"" disekolah saya cuma ngasih tugas tapi ga ngasih materi. Tolong pak menteri ditindaklanjuti.. kita juga butuh ngerti pelajarannya. Bukan hanya tugas"" saja. Kita siswa sudah cukup lelah dengan tugas"" saja pak, tanpa ngerti materinya. Semoga ditindak lanjuti ya pak.. kalo di perhatikan itu Guru Arogan Ngasi Penjelasannya,,, menurut saya malah bikin murid takut akan bertanya,,.. seharusnya seorang guru itu mengayomi dan bisa ambil hati anak didiknya... ini malah berbalik...tolong di tindak lanjuti guru yg seperti itu bapak menteri,,. trima kasih. wasalam";Negatif;;2020-08-28T08:25:57Z
Fakhrezza jhalal;Sakarepmu riem kariem!mahasiswa kritik kbijakn lo n ksh solusi jg gak dipakai!para elit politik praktisi pndidikan kritik kbijakn lo dibilang kadrun,trus ada wrga yg blng bsanya cm kritik gak bs ksh solusi!hello emang pejabat skrg pd bs dkritik!?lo hnya mikirin masyarakt yg ada dikota,pikir daerah2 kepulauan jangan seenaknya sndiri riem kariem!!yg didaerah kbnyakn jual hsl kbun sawah tp hrgnya anjlok,dan bnyak yg krj srabutan jg,hrs mikirin buat beli kuota beli hp android,3anak hrs pnya hp sndiri2+kuota.!mski bs beli hp+kuota tp bner2 bkin pontang panting krn kbijakn lo kariem!!;negatif;;2020-08-27T10:09:32Z
Adidzar 26;Rip dunia pendidikan;negatif;;2020-08-26T13:54:28Z
Ariel Palayukan;Pusing kami mahasiswa seni kesulitan banget buat dapetin bahan dan alat gambar;negatif;;2020-08-26T03:13:09Z
Halimah Diah;pk kenapa dana bantuan buat guru honorer anak sy sendiri tdk dapat bantuan dia honor di sma negri l pakam kab deli serdang .kebetulan di buat data podiknya dua sakmingkalnya di pkbm ceria gemilang lpakam .mereka monipulasi data anak sy tampa  sepengetshuan anak sy jd sy komplen ke dinas;Negatif;;2020-08-25T04:23:04Z
Rusuh Boy;Pikir mata dong;negatif;;2020-08-24T17:18:07Z
wel alja;Penguatan self learning utk andragogy itu penyiapan..by jutuh lab..baik lab buatan maupun lab alam.. Sehari semalam cm duapiluh empat jam..bro waktu yg pas utk didepan hp atau pandangan dekat agar mata dan organ lain masih bs kejar ayam jago diusia kepala empat.. Buang waktu yg banyak kli ahli politik bermain..to ahli ilmu butuh kesigapan merumuskan aturan yg bs fleksi utk semua situasi..yang susah adalah asesment directly..bukan beli kucing dlm karung Tantangan terhebat inovasi bagi ahli pendidikan... Kendala e learning ke depan adalah mata usia tujuh belas tahun ke depan bakal rabun senja diusia tujuh belasan;Negatif;;2020-08-24T08:46:26Z
agus nugroho;pendidikan via online dan dari rumah, tapi biaya sekolah masih terus dan sama besarnya,, jujur itu cukup membeban kn bg orang tua, karna harus mencukupi paket data anak dan masih mikir biaya sekolah,,;negatif;;2020-08-24T04:48:48Z
Agung Prihantoro;"Pembelajaran daring memang menjadi alternatif. Namun, kita perlu cermat dengan MITOS PEMBELAJARAN DARING, hasil penelitian Heather Fielding (2016), jauh sebelum hawar Covid-19, ""'Any time, any place'. The myth of universal access and the semiprivate space of online education"".";Negatif;;2020-08-23T19:06:56Z
Tania Wijaya07;"Pak,saya dr sjk sklhin ank.ank"" murid sllu mngeluh dskolah guru td prnh mnjlskn materi.msuk kls langsung srh krjain tgas.bgaimana ank""bs mngerti dn phm ttng pljaran dn mteri ...pjj pun jg tnpa djlsin ngsal sruh lsng ngsih tgas ..ini sngt bnar""mnjdi msalah srius.msak ank""hrs nanya gogel.apalah arti sklah slma 6thn.ank sy pintar tmbh ilmu ngandelin les di luar....tolong pak...ditinjau kmbali guru""skrng.wlaupun    diluar sklh lain sy jg tdk th.apakh sm sprti yg ank""sy almi slma ini.trimksih";Negatif;;2020-08-23T14:24:29Z
dave morgan;"Pak nadiem ga ush jauh"" diskus ke mendikbud luar negeri.. Coba discuss sma NU n MUHAMMADIYAH cari solusi, , n pakar"" pendidikan dalam negeri untuk musywarah mufakkat.. Cobalah pak bikin conference press di masyarakat"", kampus"",. Tapi kenyataan dilapangan semakin rumit, ekonomi mikro sedang carut marut, Revolusi kalau tidak mncerdaskan kehidupan bangsa.. sebaiknya dipertimbngkn trlebih dahulu.. Saya support pak nadiem.. Terima kasih wasslm. Wr. Wb";negatif;;2020-08-22T16:39:49Z
Tri laksono;Pak Mentri kapan tatap mukanya?\nKalo daring trusss\nKost an saya nggak laku, usaha loundry tutup, warmindo tutup, foto copy  tutup, pikirkanlah dampaknya pak Mentri.\nKita yg bergerak di usaha kost-kostan................\n..........................;Negatif;;2020-08-22T13:06:35Z
??Arjuna yoshinobu;Pak menteri, tolong lihat negara2 yg lbh byk coronanya tp anak2 sekolah tdk mesti belajar online. Jangan nanti generasi kita dikutuk oleh generasi penerus kita bahwa generasi kita jd generasi paling kejam& jd generasi penghianat bangsa. Trims;negatif;;2020-08-22T10:36:41Z
Nien Tustrini;Pak Menteri saya harap sekolah tatap muka segera terealisasi karena takutnya ada pembodohan massal karena PJJ kurang optimal...????kasian orangtuanya yg kurang memahami pembelajaran sehingga anaknya dibiarkan tidak mengikuti pembelajaran.;Negatif;;2020-08-22T09:13:37Z
Awank pratama;pak generasi udah ga ada akhlak sumpeh;negatif;;2020-08-22T07:07:55Z
Sugimin Nurkamsiatun;Pak  mentri belajar sd smp slta kenyataan online kurang maksimal utk paud sampai slta umpama kenaikan kelas diundur satu semester atau ditambah waktu 6  bln agar kekurangan pelajaran dapat dipenuhi. Mohon maaf;Negatif;;2020-08-22T06:27:37Z
anggie oliv;Omong Kosong !!!;Negatif;;2020-08-22T02:24:59Z
Ora Guyon;Nyatanya gaada yang kena covid;Negatif;;2020-08-21T19:15:23Z
Agoes 94;Najis;negatif;;2020-08-21T15:05:29Z
Dean Ramos Molino;"Nadim banyak omong, program"" Nya g merata, kalo dia pengen bikin kurikulum yg tertuju buat pembelajaran daring, y sama rata dong, apa dia ngeliat betapa susahnya pelajar"" Dipedalaman, mereka kesulitan mencari sinyal, memiliki HP pun tidak,, jadi tolonglah pa nadiem,, jangan terlalu sulit membuat program""";negatif;;2020-08-21T13:19:45Z
indah purnamasari;Mol buka wisata buka ..dan pt jga karyawan banyak ...kenapa sekolah ga buka...ada apa indonesia ku ini;negatif;;2020-08-21T06:09:05Z
abim ghana;Misiii Mao nanya JADI TUGAS GURU AP YAK;negatif;;2020-08-21T03:59:33Z
RIVALDO DWI AGUSTINO;Manipulatuve nadiem makarim;negatif;;2020-08-20T08:55:13Z
RIZKY ALAM;Mall , tempat wisata semua sudah buka oi , bocil2 kebanyakan main aja kerjanya ga ada yang belajar sama sekali;Negatif;;2020-08-20T08:39:35Z
Hasnaurrofah Analia;Maaf sebelumnya...Krna adanya daring ini wrga yg kurang mampu sampai ada yang nekat mencuri hp demi anknya agar bisa tetap belajar,blum lagi kuota yg harus dibeli,sedangkan mreka untuk makan saja sudah susah.\nOrang baik yg terpaksa melakukan hal ga semestinya..??;negatif;;2020-08-20T07:33:00Z
Rayhan Nazat;Lalu kenapa wisata ga tutup;Negatif;;2020-08-20T05:50:47Z
Blank On Channel;Krisis Pendidikan karena dari menterinya;negatif;;2020-08-20T05:00:57Z
Rosida Marpaung;kepala sekolah hanya datang sebentar ke sekolah, langsung menghilang. Kepsek tidak pernah memberi kuota kepada guru atau murid kurang mampu.;Negatif;;2020-08-20T01:49:43Z
Enjoy Gaming;Kenapa sekolah belum buka ya.. sedangkan tempat wisata dan mall sudah buka... Padahal kalo di sekolah yang bertemu itu orang yang sama setiap harinya... Sedangkan di mall atau tempat wisata itu beda beda setiap harinya... Harusnya jika mall aja buka.. sekolah juga buka;negatif;;2020-08-20T01:29:26Z
Denzha vv;Kenapa mau jadi mentri sih pak? kalo bukan di bidang nya? \n\njgn di samakan dengan gojek ! belajar pun serba online.\n\nmatiin rejeki bawah aja semenjak libur sekolah, pedagang kecil gak ada pemasukan dari anak sekolah.\n\nkenapa mau jd mentri kalo bukan di bidang nya.;negatif;;2020-08-20T01:19:16Z
Halimah Diah;kebetulan sy baru pansiun wakil kepala sekolah bilang uang bantuan ibu ada ternyata uang itu enta kemana  rahibnya;Negatif;;2020-08-19T23:23:52Z
nunung kusumawati;kata kunci 1 jawaban betul, portofolio. tp tetap dibilang salah. gak bisa dikirim;Negatif;;2020-08-19T22:52:36Z
Sadiya Irina;Kasihan sekolah online kayak malah beban, ada berita depresi banyak tugas anak kecil bunuh diri. MasyaAllah;Negatif;;2020-08-19T22:42:57Z
Agus Setiawan;Kapan sekolah belajar tatap muka untuk siswa?\nJangan hanya belajar online saja..\nKami selaku orangtua siswa keberatan dengan pembelajaran daring..\nKenapa MALL,tempat wisata/rekreasi,kolam renang,bioskop,tempat karaoke di perbolehkan buka..\nAkan tetapi sekolah untuk siswa untuk menuntut ilmu masih belum di buka..\nBuka saja sekolah untuk seluruh zona(Hijau,kuning,orange,merah)\nJangan jadi ekonomi indonesia hancur mas generasi bangsa juga hancur juga mas;Negatif;;2020-08-19T21:21:04Z
Vera Pramudita;KAMI BENCI SITUASI SEPERTI INI!;negatif;;2020-08-19T20:07:46Z
Wyra Dinata;Justru banyak siswa yg harusnya masuk negeri malah jadi masuk swasta karena akreditasi sekolah, dan pahitnya lagi kalo itu kena kepada siswa yg keluarganya kurang mampu;negatif;;2020-08-19T18:07:20Z
Sabrina bensie;jujur mau curhat gw br naik kls 12 sepanik itu karna pelajaran sekolah gk ada yg masuk di otak(well ada bbrp tp skala nya kecil bgt).\npgn ikut les karna sbntr lagi TO’ SBMPTN dll dan satu sisi ekonomi keluarga lagi gk bagus krn pandemi ini jadinya takut ngebebani. dan satu sisi sekolah bnr-bnr cuman kasih TUGAS tanpa penjelasan, bagun pagi’ Wajib foto timestap telat dikit di tutup link nya di anggap alpha :(\n.\nbahkan ada bbrp guru yang gk mikir kalo keadaan lg kaya gini maksa bgt buat tugas kelompok dengan date line yang mepet :( dan masih ada loh guru yang ngambekan dan baperan made me really wanna say kaya bu... tolong kita jg cape pelajaran gada yang masuk tp tugas tetap disamain seperti sebelum pandemi dan guru yang bener bener ngejelasin(entah lewat video/voicenote) aja cmn 1/3 orang :(.\njujur gw setakut itu apalagi nanti gw akan melalui SBM/Ujian Mandiri blm lagi UTS’ atau PAT. \n.\nwe live in the crisis so don’t make it the same ?? semoga ujian’ sekolah diganti sama tugas’/assigment aja ????;negatif;;2020-08-19T17:39:59Z
Ann annn;Jujur gue kagak ngerti pelajaran secara online, dosen juga gk aktif kalau onlin, kayak percuma aja gitu gue kuliah;Negatif;;2020-08-19T17:39:12Z
Ria Jamz;Jujur blajar online.. ch sebenernya.g masalah.asalkan ada guru yg  ngerti sma kondisi org tua yg klo pagi2 tuh gimna repotnya...\nYg punya ank banyk yg masih kecil.\nPagi2 banyak aktivitas yg harus dkerjakan...\nTp semua ketunda2 krna blajar online..ngasih tugas tanpa penjelasan dulu...langsung kasih tugas & waktu yg cepet...gimna mo ngajarin dulu...materinya...harus cepet selesai...\nAnknya dsuruh mengerjakan tanpa ada arahan yg ada ancur semua nilai2nya...ortu mengharapan anaknya jd ank yg pintar...tp klo setiap ada tugas dkerjakan dengan buru2 gimna mo ngasih tau...cara blajarnya.  Ujung2nya instan ortunya yg mengerjakan anknya tinggal nyalin gimna ank mo bisa.hmmmm..cara blajar ank, cara ank menangkap pelajaran setiap ank beda2 g semua ank langsung bisa...harus pelan2 ngasih arahan pembelajarannya..,jd ortu sekalian guru dsaat pagi2 tuh sangat2 luar biasa...tolong pak menteri...ada solusi yg lebih baik lg..kasian ank2 generasi penerus bangsa ini...klo belajarnya g efektif pak...g semua org tua...bisa beli paketan krna uangnya hanya bisa buat makan keluarganya sehari2.g semua org tua punya hp yg bisa internetan..tolong pak...kasih solisi yg lebih mudah lagi pak...masuk sekolah lg dengan bergantian.setiap harinya...kasian ank2 yg sudah rindu blajar dsekolah.rindu bermain sma temen2nya saat jam istirahat..;negatif;;2020-08-19T17:33:06Z
Nur Hadiatma;Jika sy berfikir cermat sebaiknya anak diajari baca tulis dan berhitung oleh ibunya dan belajar pengalaman bisnis / usaha sama ayahnya itu lebih efektif dalam mendidik generasi muda , intinya bangku sekolah hnya mengejar beberapa lembar ijazah yg membuat anak2 terpaku dengan upah berdasarkan ijazah yg di dapat kan serta terseret dlm siklus buruh , sedangkan kebutuhan negara indonesia adalah pebisnis yg mampu mengontrol perdagangan dunia?? ayo selamatkan indonesia dari sistem perbudakan berkedok ijazah yg menyandera generasi muda dgn upah yg di tetap kan para elit berdasarkan tingkat pendidikan;Negatif;;2020-08-19T17:31:31Z
Dwi Rahmatullah;Jika Pemimpinnya bingung,bagaimana masyarakatnya ???;negatif;;2020-08-19T17:30:28Z
Saira muawanah;Jangan online, kuliah online bukan menambah wawasan hanya menambah beban??????;Negatif;;2020-08-19T17:08:13Z
My video Random;Ini bukan akut, ini sudah kronis pak??;negatif;;2020-08-19T15:20:19Z
Anwar L A;Ia hanya melihat menengah keatas bukan menengah kebawah soalnya  tidak semua orang bs beli hp klu ke pasar semua orang bs.  Dari sini pasti kalian tau maksudku klu klian pintar;negatif;;2020-08-19T14:24:01Z
Nanda Rudywala;HALO SEMUA, PERKENALKAN INI NEGARAKU. \nMALL DI BUKA, KAMPUS DI TUTUP;Negatif;;
PAKO'S by The Brother;Hahahaha keselamatan no 1. hmmmm new normal, mall boleh buka, tapi kampus tutup, bayaran tetap. SELAMAT, MAHASISWA SAH TAKUT COVID DI KAMPUS, LOGIKA LO SEMUA GIMANA BRADER AND SIS... #MAHASISWAMATISURI;Negatif;;2020-08-19T12:30:03Z
Gesang Anugraha;Guru gua bahasa inggris gila tugasnya gak jadwalnya dikirim tugas nya, kan jadi males guaa;negatif;;2020-08-19T11:47:21Z
Zidny Achmad;Gajelas lu pa;Negatif;;2020-08-19T09:25:09Z
Akhmad Safari;dunia semakin kbalik, pemerintah skarang lebih mementingkan politik pribadinya semua, dengan mengangkat atas nama rakyat. ketika pendidikan sekarang hanya dipandang sebelah mata dengan hanya mengandalkan teknologi, padahal yang lebih utama adalah pendidikan dengan adabnya terlebih dahulu. entah sampai kapan dunia pendidikan hanya mengandalkan dunia maya, padahal sosial interaksi pendidikan itu lebih utama. ekonomi, kesehatan dan politik harus diseimbangkan terlebih dahulu dengan ilmu (pendidikan). seperti pada ajaran sebelumnya yaitu IQRO, baca terlebih dahulu sebelum kita mengerjakan. jadi pentingnya ilmu pendidikan sangatlah utama bagi kehidupan. berhentilah dengan dunia pendidikan melalui dunia maya, mulailah seperti sediakala dengan interaksi sosial pendidikan yang nyata. entahhhhh.. dunia pendidikan kedepannya seperti apa ??? mungkin generasi yang hidup dengan dunia maya akan disebut dengan lulusan goegle... oohhhh tidak... yang tidak mengenal satu sama lain yang real... mohon pemerintah untuk kaji ulang dunia pendidikan saat ini.. #ayosekolah #selamatkanduniaanak #akidahaqlak;Negatif;;2020-08-19T08:33:18Z
Budi Budi;Dimasa pandemi covid 19 ini perbanyak materi video pembelajaran ke anak didik krn byk anak yg main games..sangat minim mateti yg diberikan ke siswa.;Negatif;;2020-08-19T08:15:54Z
Muhamad Wildan;Dikasih buku Lks sama buku Paket tapi tugas selalu praktek buat apa pak Lks sama Paket dikasih?;negatif;;2020-08-19T08:11:23Z
Ekie happy Setiawan;Di masa krisis seperti sekarang sebaiknya kita bersatu tpi masih ada aja sekelompok orang yg ribut ga jelas dn saling menyalahkan;negatif;;2020-08-19T08:00:52Z
Anggi Mauliana;Di kampung saya yang zona hijau.\nAnak SMP sudah masuk sekolah.\nTapi bukan nya masuk belajar mereka malah bolos sekolah.\nNongkrong di belakang rumah orang.\nBaru sekarang anak SMP pun sudah Pintar Merokok.\nKalaupun buka HP mereka hanya main tik-tok,FB dan nonton youtube??????????;Negatif;;2020-08-19T07:58:23Z
Adil Al;di Indonesia minta maaf berkomitmen ke hal negatif;negatif;;2020-08-19T07:57:56Z
Ibu Salamah;Di daetah kami silo sering padam pak..kmi jg bgung.;Negatif;;2020-08-19T07:51:35Z
Yuda Ardian;Dengarkanlah keluhan para emak emak di desa Bapak Menteri,.;negatif;;2020-08-19T07:47:34Z
Akbar bais;Daerah gua tadinya udah zona hijau..Nungguin mau sekolah eh malah jadi zona merah lagi kan bangsat;negatif;;2020-08-19T06:37:28Z
Noma Noma;curhat dikit om..\nsaya sekolah online dan jika dikasih materi lewat online gurunya cuman ngasih \n1)materi dalam bentuk text\n2) video yang menjelaskan materi tersebut (tidak smua mata pelajaran ada video)\n3) quiz tentang materi waktu itu\n4) forum diskusi ( yang mana didalemnya guru cuma bertanya tentang materi itu )\n\nyang bikin saya agak nggak ngerti itu \n1) materi jika saya tidak paham harus tanya ke siapa ? ke orang tua kadang juga tidak tau tentang materi tersebut\n2) jawaban dari quiz yang dikerjakan minggu lalu tidak ada pembahasan\n3) dan jika ada tugas kelompok online kadang temen juga susah buat diajak kerjasama \n\nenaknya sih everyday is sunday  cuma kalo ada tugas jadi begadang \nsusahnya jadi ga dapet uang jajan \nhehehe....;negatif;;2020-08-19T06:32:53Z
Republik mancing;Coba keluarlah bos mentri,,, lht di luar orang2 sudah normal dan gak ad yg mati kejang2 karnd covid, kenapa ini sekolah msh blm anda ijinkan ??? Waras kah anda???;negatif;;2020-08-19T05:55:51Z
Rizal Ramadhani;Capek njirr;negatif;;2020-08-19T05:32:00Z
Shakira Rahmadani;"capek liatin layar laptop tiap hari, bisa"" minus mata gua nambah :v";negatif;;2020-08-19T05:30:35Z
Ibu Salamah;Bnar pak byk org tua stress...dan sy sbgai gru les jg bgung mlihat tgas ank2..org tua ptus asa..;Negatif;;2020-08-19T04:54:59Z
aminah minah;Betul untuk anak SD belajar daring tidak optimal sy dari Makassar;Negatif;;2020-08-19T04:35:23Z
