Kalam Salaf;Yang paling penting dalam pendidikan kita adalah membentuk moral siswa. Akhlaqnya, dan attitudenya. Dan itu ditemukan pada pondok Pesantren;netral;;2021-01-21T07:52:54Z
AISYAH HARIS;Yang LULUS tahun ini bukan lulus karna nilai..\nTapi lulus karna CORONA!!;negatif;;2021-01-09T03:45:34Z
chad muller;"yang harus diajarkan oleh anak2 di sekolah dari sanga dini adalah skill ""public speaking"" supaya confidence level sewaktu nanti di dunia pekerjaan tidak akan ada crisis communication";netral;;2021-01-01T16:48:14Z
Lusiya Maretha Dasika;Yang gblk tu gurunya bukan pak Nadiem, yang ngasih tugas banyak itu guru bukan pak Nadiem, kok yang disalahin malah pak nadiem, sekolah online kan memang harus, tapi kalau mau mati ya silahkan datang kesekolah;negatif;;2020-12-16T07:35:23Z
Sofie Racmawati;Yang dulu selalu mempertanyakan buat apa wanita berpendidikan tinggi jika hanya untuk berdiam diri di rumah? Ini jawabannya. Kita tidak pernah tau bagaimana keadaan masa depan. Contoh saat ini, para ibu-ibu rumah tangga dipaksa untuk menjadi guru bagi anak-anaknya. Dipaksa untuk bisa menjelaskan mata pelajaran yg seharusnya itu menjadi tugas guru di sekolah, karena keadaan berkata untuk para ibu mengambil alih profesinya demi anak-anaknya.\n\nWe proud of you, pak!;positif;;2020-12-16T07:34:52Z
Wahyu Ibrra;Yang dipelosok belum punya gadget gimana pak mentri????\nJangan banyak teori tapi lihat kondisi masyarakat di Indonesia;negatif;;2020-12-16T07:32:45Z
Yosep Cahyono aman;Yang di takut kan pertanggung jawaban Dana bosnya benar gak karna tingkat pengawasannya berkurang pak mentri... Masukan penekanan untuk penggunaan Dan pengawasannya d perketat. Agar benar2 menyentuh ke pungsi Dana bos.;netral;;2020-12-03T00:42:59Z
Firas Danendra;Yang daerahnya susah sinyal sma sering mati listrik sini kumpul;negatif;;2020-12-02T05:14:11Z
Kelas Cerdas;Yak betul mas menteri, psikososialnya Anak-anak kasian jika dirumah sendiri dan hanya di depan gadget. Saya melakukan home visit/ small group kerumah, hanya jika kondisi hijau dalam satu kecamatan.\n\nMasalah modul, sampai mana sosialisasinya ke bawah ya? (Apakah sudah di breakdown sampe pelosok negeri?)\n\nSaat ini kami yang di Sekolah Dasar belum mendapatkan modul tersebut mas Menteri & om Deddy.;;;2020-11-30T23:10:42Z
Imam Setiawan;Yah, setelah nonton ini Rasa penasaran dan Takut akan masa depan ternyata itu sdh dipikirkan matang-matang, maaf telah salah paham dan terimakasih atas segala klarifikasi dri pak Nadim dan terimakasih kepada Om dedi sebagai perwakilan rakyat ??;;;2020-11-28T03:06:41Z
fransiska samur;yaampun idenya keren bgt hebat pak menteri semangat terus??;;;2020-11-23T07:31:52Z
Hilal Activity Channel;yaa siapa sih yg mau kena pandemi...dgn pandemi ini semua diuji...siapa yang bs bahu membahu mengatasi bukan menyalahkan satu sama lain maka bangsa itu akan bisa bertahan. coba deh kita liat di taiwan. masyarakat dan pemerintah bersatu makanya bs memerangi pandemi...masyarakat kita msh sering menyalahkan pemerintah minta ini itu tp disuruh nemenin anak belajar udah ngeluh begini begitu....pemerintah pasti juga mikir yg terbaik...tinggal kitanya gmn mensupport dan belajar bersama.;;;2020-11-20T15:07:35Z
Rachma hatta;Ya tiap hari saya sll minta maaf ma anak saya..sblm tidur..;;;2020-11-20T10:32:26Z
Nayya Bintang;Ya sdh lah pak kit akan menjd pelajar pertapa dirumah,,,,trs klu ank PAUD gmn bpk,,,???? Tlong dong solusi'x;;;2020-11-20T09:53:03Z
save name;Ya nih baru baru ini sekolah saya tatap muka 1 minggu sekali dan itu di bagi 2 sesi walaupun cuma 1 minggu sekalli juga rasanya bikin seneng gitu karna udah bisa ketemu temen lagi.;;;2020-11-20T09:29:54Z
Reinaldo Ongky;Ya harusnya terus mengundang pembicara yang berbobot seperti ini, om Deddy. Jangan diundang orang-orang yang hanya cari sensasi yang pemberitaannya justru berdampak negatif ke masyarakat.;;;2020-11-20T08:46:18Z
Fii_ Sabilillah;Ya gara2 sinadiem pastinya lah ??;;;2020-11-20T07:47:05Z
Rumah BK;Ya Allah berikan ilham2 baik untuk menteri Nadiem, dan berikan pertolonganMu untuk kemajuan generasi Indonesia;;;2020-11-20T07:42:00Z
Budi Kusnadi;Wuih..kereeeen;;;2020-11-20T07:27:57Z
The HACI OFFICIAL;Wow..mantapss...P menteri... ??,;;;2020-11-20T07:19:29Z
denny danu;Wow, this man is amazing;;;2020-11-20T07:18:01Z
yuliana margareta;"Wow!!!ManTul!!!Proses pembelajaran bukan hanya pada kalangan tertentu...tetapi semua kita harus ""nyemplung"" dalam belajar...berbenah...menuju pada perubahan ke arah yang lebih baik. Salut Mas Nadiem??";;;2020-11-20T07:13:34Z
Misbah Husolli;WOW!!!;;;2020-11-20T07:11:42Z
Nova Daisy Sonja Mewengkang;Wow keren sangat menginspirasi;;;2020-11-20T07:09:40Z
Klief Rambi;Wow Keren Pak Mentri,\nSangat Visioner dan Berbicara dengan kerendahan hati,\nPemimpin sperti ini yg harus kita contohi,\nBerbicara apa adanya dan mencari solusi...\nIndonesia Maju....yesssss;;;2020-11-20T07:09:21Z
Faried Almaas;Wow;;;2020-11-20T07:08:29Z
Nigopolidis Ridwan;Woi susah ni belajar online!!;;;2020-11-20T07:04:15Z
Dimas Ismahendraa;Woi nadiem makariem.....kasi siswa pulsa woiii;;;2020-11-20T06:57:46Z
Ryan Prabowo;Wisata dibuka, mall dibuka, pasar dibuka, sekolah diliburkan. Ini gimana???;;;2020-11-20T06:57:08Z
Yudha Jecie;Wisata di buka . Sekolah libur . Ya murid nya ke tempat wisata . Bukan nya makin bahaya ?;;;2020-11-20T06:54:48Z
Weedy Kusuma;Whatever your decision and policy are, mister minister, you are in a very difficult position to state. Keep up the good work!!!;;;2020-11-20T06:53:53Z
Ocean Flyer;What a brain-boosting talk. Memang ga heran kalau Nadiem bakal jadi Steve Job-nya Indonesia, tapi mau peduli bantu rakyat Indonesia, tidak hanya fokus ke bisnisnya saja.;;;2020-11-20T06:46:02Z
Vara Raggi;Weh itu yg pernah gwe alami ketemu anak saudara. Lonely.. tapi setelah bertemu teman temannya dia bahagia..;;;2020-11-20T06:40:59Z
Webby Hibrizi;We gonna get it get it together i know, we gonna get it get it together somehow, we gonna get it get it together and go..... Up and up   and up.......  -SemanGat Pak menteri;;;2020-11-20T06:33:15Z
Mr joy garcia;we believe in you pa nadiem !! keep the good spirit & sehat selalu;;;2020-11-20T06:31:50Z
WAN KURNIA IRAWAN;Wawancara jokowi om..;;;2020-11-20T06:27:06Z
edi karyanto;Wawancara dengan Bapak Mentri mantul banget mas Dedy...salam kenal agar lebih semangat;;;2020-11-20T06:23:31Z
Yennike Aisyahilwa;Walo saya ga demen sama nih mas mentri..tapi alangkah baiknya mas dedi ga pake lo gw berbicara..dia aja bicara pakai saya..mas dedy..just saran ajaaa;;;2020-11-20T06:21:35Z
Eiren Edo;Walaupun kebanyakan kabar buruk yang disampaikan Pak Nadiem, Namun di akhir video nampaknya ada secercah harapan untuk Pendidikan Indonesia.;;;2020-11-20T06:16:12Z
Siti Rahmah Fauziah;Walaupun gw sebagai emak emak darah tinggi gara gara kebijakan sekarang. Tapi bersyukur untuk anak anak yang seharusnya menjalankan UN. Kebayang ga kalo masih UN dipaksakan terus covid. Pusing ga tuh pemerintah.;;;2020-11-20T05:24:49Z
Lely Hasan;Walau pun dedi menggiring menjepit kepertanyaan profokatif tp....mz nadim hebat dan tulus ,\nCatatan buat dedy tuk belajar ketulusan dr mz nadim;;;2020-11-20T05:24:12Z
Puji Rahayu0391;wajahnya pak menteri pendidikan penuh beban, kasihan lihatnya.;;;2020-11-20T04:24:38Z
khusnia najia;Waah ga sabar nunggu modul untuk anak sd nya,,semoga cepet terealisasikan..sukses pak.Nadim;;;2020-11-19T08:05:52Z
Billhaque Khan;videonya delay kah?;;;2020-11-19T03:10:23Z
Rien Almoza;very insightful ?? semanget terus mas Menteri;;;2020-11-18T21:40:48Z
Adrian;Vertigo,muntah saya pa megang hp terus.;;;2020-11-17T12:18:52Z
Dokter Printer;Vaksin belum ada tapi banyak yang sembuh ? Obatnya apa gess ?;;;2020-11-17T08:14:27Z
Wesnu TheOverture;"utk SD kebawah emg msh butuh bgt bimbingan guru, tp kl SMP keatas emg bs di online kan, tp yg ga bs emg disiplin & social learning, anak2 skrg or people right now sih udh kebiasa cari sendiri dgn ""tutorial"" mgkn skrg guru2 hrus rajin kreatif bikin konten pelajaran sperti tutorial, lebih mudah dipahami mlh, sekolahnya di yutub, ngumpulin tugasnya tinggal di wa/telegram/email, web dll, sbnernya sih bs di persimple ya, kl lewat zoom atau google meet ga konsen mlh srg brisik ga jelas, opsinya skrg siswa yg bebas memilih pelajaran harusnya";;;2020-11-17T07:42:47Z
faisal syauqi;Utk anak anak kita gak papa !!! bismillah mas mentri tetap semangat,,,saya driver gojek yg nerasa sangat kehilangan di tinggal anda,,tapi utk anak anak saya juga gak papa tetap percaya sama mas mentri;;;2020-11-17T07:32:34Z
eko susanto;Usul mas mentri Nadiem, perlu adanya kurikulum baru covid berbasis digital utk merubah kecepatan kurikulum lama yang didigitalisasi dan tasanya tidak terkejar;;;2020-11-17T07:26:51Z
Abdul Nasir;usul lagi ya...mohon jangka panjang membangun universitas negeri lebih banyak di luar kota2 besar. kita butuh lebih banyak perguruan tinggi negeri di setiap Kabupaten/kota;;;2020-11-17T07:00:04Z
Syamsir Rakhmatullah;usul aja ... menteri pendikan nya keliling indonesia ... lihat kondisi sekolah ... di lewati aja diam diam ... tanpa pengawal .. tanpa iring iringan ... klo simple nya kumpul kan fhoto fhoto smua gambar bangunan sekolah ,,,, di dapodik online  masih kesulitan mengumpulkan gambar bangunan sekolah .. aplikasi nya masih error ... posisi sekolah aja masih salah menentukan ttitik lokasi nya .... kalsel aja kok bisa tulisan nya kalteng di google map ...;;;2020-11-17T06:49:56Z
Hze Yusuf;Usahakan biaya sekolah ada dispensasi dong... Kita kan sbgi ortu kerepotan... Biaya sekolah sama ajah tp pembelajaran berubah...;;;2020-11-17T06:34:10Z
TAUFIQ MURTADLO;US baru buka kmrin 17 agustus khusus kampus dan anak SMA, karena lebih bisa dan mengerti social distancing kalo anak under age masih daring;;;2020-11-12T12:16:22Z
Nayla Gendhis Nur Hafizah;Untung pas covid mentrinya pinter coba kalau yg waktu itu tambah amburadul;;;2020-11-10T12:41:37Z
Rahmadyan Nurwidhi B;untung menteri pendidikan nya saat ada covid ini mas nadiem, yang sudah terbiasa dengan pemikiran kritis, memecahkan masalah, pengambilan keputusan yg sangat rumit, dll. udah kebukti nge lead gojek sampai decacorn, orang yang bilang gak kepeduli orang kecil, malahan dia yang buat bottom of pyramid penduduk indo dapat penghasilan layak dari gojek;;;2020-11-09T13:34:46Z
Firga Kurniawan;Untung aja gua dah lulus. Walau tanpa adanya UN;;;2020-11-09T01:31:14Z
Player gratis gaming;Untuk saya pandemi ini adalah strategi perang yang sangat2 brilian\nEkonomi hancur, pendidikan menurun segala hancur hanya dengan sebuah kabar yang bernama Corona. Percaya atau tidak setuju atau tidak saya salah satu orang yg tidak percaya Corona sangat berbahaya seperti yg dipaksakan untuk kita pahami ????????;;;2020-11-06T01:48:01Z
lakum dinukum;untuk rata dalam pembelajaran buat sistem berbasis aplikasi seperti ruang guru;;;2020-11-05T07:58:48Z
BIANGLALA UTARA;Untuk perubahan:\n1. Ajarkan banyak ber olah raga..\n2. Ajarkan banyak baca buku dan belajar ke perputakaan\n3. Buat bengkel2 kejuruan biar indonesia semakin kreatif.. klo perlu di garasi2 rumah;;;2020-11-05T03:04:31Z
Okky Ruciadikurniawan;Untuk para guru pas tatap muka stop bilang kalau tidur dirumah!!!;;;2020-11-02T05:25:43Z
ulum akhmad;Untuk pak mentri selesaikan dulu masalah gaji guru gtt/guru honorer, program apapun kita kerjakan tapi gaji kita minim pasti kita males mengerjakan itu,;;;2020-10-31T14:13:34Z
Bangbang Ukri;Untuk pa nadiem percayalah pemimpin hebat lahir ketika di saat sulit, semangat pa nadiem ??;;;2020-10-31T09:16:34Z
Fahki Akbar;Untuk organisasi jngn baper lah;;;2020-10-31T08:46:22Z
Erlangga Yuwana Putra;"Untuk Nadiem. Saya cuma mau bilang, kembalikan Indonesia dimata dunia dimana ""masyarakat Indonesia ramah-ramah"". Sekarang kebanyakan toxic people";;;2020-10-29T11:46:18Z
Eti Sulastri;Untuk menjalin hubungan emosional yang kuat harus ada tatap mukanya contohnya antara Fasilitator dan murid. \n\n(NADIEM MAKARIM) \n\nSaya sebagai Fasilitator selalu ada keinginan itu. \nSalam Pendidikan berbasis Fitrah \n(PKBM SUMBER AMAL DAN ILMU, BSD TANGSEL);;;2020-10-28T04:02:24Z
heri surahman;Untuk menjaga protokoler kesehatan. Disini sekolahnya juga menjalankan rolling sistem, jadi 1 minggu masuk, 1 minggu libur untuk antisipasi di sekolah hanya 50-60% orang di dalam lingkungan sekolah.;;;2020-10-24T18:33:49Z
rohmah ya;Untuk indonesia;;;2020-10-23T08:03:49Z
maksud loe;untuk anak SD bisa dibantu ortunya atau guru private, guru privatenya \nbisa sampai 10 murid, bayar gurunya patungan. hasilnya malah bagus \ndaripada di sekolah malah kebanyakan becanda sama teman2.;;;2020-10-22T15:12:56Z
Ari Bahtiar;unlike nadiem;;;2020-10-22T14:57:50Z
Gian Sandrova;Undur tahun ajaran baruuu aja;;;2020-10-22T09:40:10Z
Mhd Habibi;UN = good decision - everyone happy\nso. good decision - everyone hate it. its not good decision idiot selfish nice guy. you think everyone stupid ? anda gk cocok jadi mnteri pendidikan. anda cocok jadi asisten guru TK.;;;2020-10-21T12:11:34Z
Noeny craft;UN ? Mark up nilai akhir oleh sekolah2 agar reputasi nya terkesan bagus dngn target lulusan diterima d sekolah lanjutan pavorit\nZonasi? Tdk meratanya sekolah dng penduduk sangat merugikan \nTahap 1 ppdb d bom sama siswa titipan . .. Tolong pemetaan wilayah yg adil;;;2020-10-21T12:09:58Z
SAINT Berkeley;Ukt diptong aja semuanya jangekkk;;;2020-10-21T11:46:14Z
Irpan Hidayat;Udhlh dibuka lgi aj skolah,,bocah2 kerjaany pda bgdang mlu main game??????;;;2020-10-21T08:01:33Z
N La;udah sihh dua kata aja.. make sense..;;;2020-10-18T00:44:31Z
Duta Dunia;Udah jelas ada covid sbg menteri hrsnya bekerja ekstra demi mencerdaskan anak bangsa, tp mslh yg teknis simple organisasi penggerak aja slh peritungan hadeh;;;2020-10-17T21:02:51Z
qurancamp channel;Udah di setting bakal covid datng dan dicari Mentri yg pandai online dan nurut jadi jongos;;;2020-10-10T11:58:59Z
Satria Samudra;"Udah berapa kali berganti presiden, pendidikan gak ada pakemnya. Gonta gonti kurikulum. Fix kan lah boss..!!  pendidikan dasar SD dan SMP itu penanaman danpenancapan Ideologi pancasila, moral, agama, kearifan lokal, pola hidup sehat, matematika dasar, serta keterampilan sederhana untuk bisa hidup mandiri baik mandiri secara ekonomi maupun kesehatan. Baru kemudian menginjak SMA/SMK silahkan utak atik kurikulum menyesuaikan dg perkembangan jaman yg selaras dg visi misi pemerintah mau dibawa kemana bangsa ini di antara bangsa bangsa lainnya. Tingkat perguruan tinggi tancapkan lagi ideologi pancasila dan untuk kurikulumnya sudah pastilah mengikuti perkembangan iptek dunia.\n\nTingkat perguruan tinggi harus menyumbangkan terobosan terobosan ilmu pengetahuan. Berapa banyak lulusan perguruan tinggi, dan berapa banyak karya tulis yg dihasilkannya?? sampai saat ini cuma jadi sampah.. Skripsi dan disertasi cuma menumpuk diperpustakaan tanpa diimplementasikan secara nyata untuk kemajuan bangsa. Lalu adanya perguruan tinggi ini untuk apa boss?? Untuk ngeruk duitnya orangtua siswa doang?!!! Kemudian siswa dan orangtuanya dapat imbalan berupa lembar sertifikat untuk melamar kerja??!! Lalu setelah kerja lu setting lagi dg omnibus law?!! Mana bisa maju bangsa ini klo kyk gini.. Mementingkan siapa sih sebenarnya ini..\n\nLulusan tingkat SMA/SMK outputnya harus bisa mandiri, harus tertanam cita-cita ""Mau bikin apa"" bukan ""Mau kerja apa"". \n\nLulusan tingkat perguruan tinggi outputnya harus bisa menyumbangkan terobosan ilmu pengetahuan untuk kesejahteraan rakyat. Harus tertanam cita cita ""Apa yg sy sumbangkan untuk bangsa"" bukan ""Sumbangan apa yg bisa sy dapat"".";;;2020-10-10T05:26:39Z
Alex josh;Udah bebaskan lagi aja , sekolah seperti biasa buat semua anak2.soal kesehatan jaga diri masing-masing aja;;;2020-10-06T08:44:51Z
voly desa;Uang..uang...uang....yg bermain...;;;2020-10-04T04:39:22Z
ridwan kampang;ua gatau ya, buat orang kayak gua yang lebih nyaman belajar sendiri, pandemi ini buat gua berterima kasih juga, self-taught gua selama masa pandemi ini buat gua belajar banyak, dan gua juga ga strict bgt belajarnya, masi main game juga, tapi saat ini gua bisa belajar hal-hal yang diluar gua gak pelajarin di kampus. Gua kuliah jurusan teknik informatika, dan menurut gua disini gua juga dituntut buat explore lebih soal dunia IT yang lebih luas di luar silabus. Menurut gua, gak semua pihak kok yang kena imbas dari pandemi, menurut gua sumber belajar itu darimana aja, even emang segi ekonomi lu gak mendukung buat surfing the internet / e-learning, dan guna nya buku itu ya sekarang. Perpustakaan banyak tuh yang mulai berdebu, coba stop ngeluh deh. Sumber belajar tuh gak terukur, bisa dari mana aja. Lo bikin pop es aja ada belajarnya kan. Dan buat kalian yang berkeluh soal belajar online dan ngebaca ini, youtubean bisa tapi ngeluh belajar online, pernah gak coba buat push diri lu, sekali aja dalam hidup lu kalo lu harus belajar beradaptasi di situasi yang gapernah lu  .....sukuriiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii;;;2020-10-04T03:34:33Z
RIDHA Maulana 22. X TL3;TURUNKAN NADIEM MAKARIM;;;2020-10-01T16:32:21Z
Sr Bernardine;Tuhan Yesus lihatlah kami selalu tuntun hamba hambaMu menuju kehidupan sejati.;;;2020-09-30T10:32:50Z
Grove2k isback;Tuhan tolong jaga pak nadiem ???? pak jokowi ga salah pilih menteri pendidikan , i hope the best to the future for this country??????;;;2020-09-25T08:29:24Z
Trivena Meiliana Koroh;Tuhan memberkati Pak Nadiem selalu. Tetap semangat Pak ????;;;2020-09-24T21:43:04Z
Fajar Sy;Tugas yang murka,tapi ilmu tidsk masuk di kepala;;;2020-09-20T15:34:15Z
anggie prawira;Tugas saya bukan membuat banyak org senang. Tugas saya melakukan yang terbaik. Apa yg diinginkan banyak orang belum tentu yang terbaik. \n--Nadiem--\n????;;;2020-09-15T13:10:12Z
putri Mawar;Ttp.semgt mas mentri...untuk LEBIH.maju.generasi.anak pelajarr.dan....untuk....geneasin.anak bangsa..lebih.baik lgi Semgt mas mentri;;;2020-09-14T21:51:33Z
Kayla Salsabila;ttp smngt pak nadiem;;;2020-09-14T20:12:16Z
Ida Zuraida;Trus ikhtiar pnuh doa, step by step utamakan keselamatan kesehatan keberkahan penuh keimanan...saling menguatkan, mengingatkan dan mendoakan. Bismillah smua pastinya ada jalan.;;;2020-09-12T02:44:07Z
Sahir Pratama;Trus gimana pembelajaran dalam sekolah kedinasan ? Kok gk pernah di bahas sekolah kedinasan om yang neto nya di asramakan trus pengajarnya keluar masuk kampus apakah itu aman om dedy ?;;;2020-09-11T13:57:39Z
SUGI Channel;Trial error untuk manusia!!!!! So, manusia ciptaan Sang Kholik, kenapa tidak merujuk SOP sang Kholik...;;;2020-09-09T15:40:28Z
Debrian Ruhut Saragih;Transfer knowledge dari Pak Nadiem dapat bgt.. metode ini bisa jadi salah satu jurus pembelajaran yang efektif. ??;;;2020-09-09T08:27:30Z
Hendra Lim Semeru;Tq pak Nadiem??;;;2020-09-08T11:25:19Z
Regatron;Tp fenomena nya anak2 SMP SMA adek temen2 gua malah pada maen game aja  kagak belajar2 wkwkwkk;;;2020-09-08T07:20:40Z
Aku saja;touched this heart... doaku untukmu pak nadiem, ciptakan generasi penerus bangsa yang lebih baik;;;2020-09-07T16:09:18Z
a f i;Totally agree..the change is about mindset..we all expect a lot from you masMenteri..keep the spirit to fight for Indonesian children...good luck and thank you.;;;2020-09-06T13:15:06Z
spices house;Top class Mendikbud since 1st time in Indonesia & his age 33 years old can we imagine? Thanks to president Jokowi chosen Nadiem as Mendikbud;;;2020-09-06T08:12:57Z
